Source,CH1,CH2
Second,Volt,Volt
-14.70500000000,-0.01800,-0.01600
-14.70000000000,-0.02600,-0.02000
-14.69500000000,-0.02400,-0.02000
-14.69000000000,-0.01800,-0.01600
-14.68499875000,-0.01400,-0.01000
-14.67999875000,-0.01200,-0.01000
-14.67500000000,-0.00600,-0.00600
-14.67000000000,0.00600,0.00400
-14.66500000000,0.01400,0.01000
-14.66000000000,0.01400,0.01200
-14.65500000000,0.01400,0.01200
-14.65000000000,0.02400,0.02200
-14.64500000000,0.01600,0.01200
-14.63999875000,0.01600,0.01400
-14.63500000000,0.01400,0.01200
-14.63000000000,0.00800,0.00400
-14.62500000000,-0.00800,-0.00600
-14.62000000000,-0.01000,-0.00400
-14.61500000000,-0.01200,-0.01000
-14.61000000000,-0.01600,-0.01200
-14.60500000000,-0.01800,-0.01600
-14.60000000000,-0.02400,-0.02000
-14.59500000000,-0.02400,-0.01800
-14.59000000000,-0.01800,-0.01800
-14.58500000000,-0.01600,-0.01400
-14.58000000000,-0.01600,-0.01400
-14.57500125000,0.00200,0.00
-14.57000125000,0.00400,0.00200
-14.56500125000,0.00600,0.00400
-14.56000000000,0.00600,0.00400
-14.55500000000,0.00600,0.00400
-14.55000000000,0.00600,0.00400
-14.54500000000,0.00600,0.00400
-14.54000000000,-0.01200,-0.01000
-14.53500125000,-0.01600,-0.01200
-14.53000125000,-0.01800,-0.01400
-14.52500125000,-0.02600,-0.02000
-14.52000000000,-0.03000,-0.02400
-14.51500000000,-0.02400,-0.02200
-14.51000000000,-0.01800,-0.01400
-14.50500000000,-0.01600,-0.01200
-14.50000000000,-0.02000,-0.01800
-14.49500000000,0.00200,0.00
-14.49000000000,-0.00200,0.00
-14.48500000000,0.00800,0.00600
-14.48000000000,0.01200,0.01000
-14.47500000000,0.01600,0.01400
-14.47000000000,0.02600,0.02400
-14.46500000000,0.01800,0.01400
-14.46000000000,0.01600,0.01600
-14.45500000000,0.00800,0.00600
-14.45000000000,0.00600,0.00400
-14.44500000000,-0.00600,-0.00400
-14.44000000000,-0.00800,-0.00800
-14.43500000000,-0.02000,-0.01600
-14.43000000000,-0.01800,-0.01600
-14.42500000000,-0.02600,-0.02000
-14.42000000000,-0.02200,-0.01800
-14.41500000000,-0.01600,-0.01400
-14.41000000000,-0.02000,-0.01800
-14.40500000000,-0.01600,-0.01600
-14.40000125000,-0.00800,-0.00800
-14.39500000000,-0.00400,-0.00400
-14.39000000000,0.00200,0.00
-14.38500000000,0.00800,0.00600
-14.38000000000,0.01600,0.01200
-14.37500125000,0.02400,0.01800
-14.37000125000,0.02200,0.01600
-14.36500125000,0.01800,0.01400
-14.36000125000,0.01000,0.00800
-14.35500000000,0.00800,0.00400
-14.35000000000,0.00200,0.00200
-14.34500000000,-0.00400,-0.00200
-14.34000000000,-0.01400,-0.01200
-14.33500125000,-0.01800,-0.01600
-14.33000125000,-0.02000,-0.01800
-14.32500125000,-0.02200,-0.02000
-14.32000125000,-0.02400,-0.01800
-14.31500125000,-0.02600,-0.02000
-14.31000000000,-0.01600,-0.01400
-14.30500000000,-0.01400,-0.01200
-14.30000000000,-0.01400,-0.01200
-14.29500000000,-0.00200,-0.00400
-14.29000000000,0.00600,0.00400
-14.28500000000,0.01000,0.00600
-14.28000000000,0.01600,0.01400
-14.27500125000,0.02200,0.01800
-14.27000000000,0.02200,0.02000
-14.26500000000,0.02600,0.02200
-14.26000000000,0.01200,0.01000
-14.25500000000,0.01200,0.01000
-14.25000000000,-0.00400,-0.00400
-14.24500000000,-0.00200,-0.00200
-14.24000000000,-0.01000,-0.00600
-14.23500125000,-0.01400,-0.01200
-14.23000000000,-0.01200,-0.01000
-14.22500000000,-0.02600,-0.02200
-14.22000000000,-0.02000,-0.01600
-14.21500000000,-0.02000,-0.01600
-14.21000000000,-0.01400,-0.01000
-14.20500000000,-0.01600,-0.01400
-14.20000000000,-0.00600,-0.00600
-14.19500000000,0.00200,0.00
-14.19000000000,0.00600,0.00600
-14.18499875000,0.01200,0.01000
-14.17999875000,0.01400,0.01000
-14.17500000000,0.02200,0.01800
-14.17000000000,0.01800,0.01600
-14.16500000000,0.02400,0.02000
-14.16000000000,0.00800,0.00600
-14.15500000000,0.01000,0.01000
-14.15000000000,0.00600,0.00600
-14.14500000000,-0.00800,-0.00600
-14.13999875000,-0.00800,-0.00600
-14.13500000000,-0.01800,-0.01600
-14.13000000000,-0.02200,-0.01800
-14.12500000000,-0.02800,-0.02200
-14.12000000000,-0.01600,-0.01600
-14.11500000000,-0.01800,-0.01600
-14.11000000000,-0.01800,-0.01400
-14.10500000000,-0.01400,-0.01200
-14.10000000000,-0.01000,-0.01000
-14.09500000000,0.00,0.00
-14.09000000000,0.00400,0.00400
-14.08500000000,0.01000,0.00800
-14.08000000000,0.01400,0.01000
-14.07500125000,0.01400,0.01200
-14.07000125000,0.02200,0.02000
-14.06500125000,0.02200,0.01600
-14.06000000000,0.02200,0.01600
-14.05500000000,0.02200,0.01600
-14.05000000000,0.02200,0.01600
-14.04500000000,0.02200,0.01600
-14.04000000000,-0.02200,-0.02000
-14.03500125000,-0.02200,-0.01800
-14.03000125000,-0.01600,-0.01400
-14.02500125000,-0.01600,-0.01000
-14.02000000000,-0.01400,-0.01000
-14.01500000000,-0.00200,-0.00200
-14.01000000000,0.00400,0.00400
-14.00500000000,0.01800,0.01600
-14.00000000000,0.02200,0.02000
-13.99500000000,0.01600,0.01400
-13.99000000000,0.02000,0.01600
-13.98500000000,0.02800,0.02400
-13.98000000000,0.01600,0.01400
-13.97500000000,0.01000,0.00800
-13.97000000000,-0.00200,0.00
-13.96500000000,-0.01200,-0.01000
-13.96000000000,-0.01400,-0.01200
-13.95500000000,-0.01800,-0.01400
-13.95000000000,-0.01600,-0.01200
-13.94500000000,-0.03000,-0.02400
-13.94000000000,-0.02400,-0.02200
-13.93500000000,-0.02600,-0.02200
-13.93000000000,-0.01200,-0.01000
-13.92500000000,-0.01400,-0.01000
-13.92000000000,-0.01400,-0.01000
-13.91500000000,0.00200,0.00
-13.91000000000,0.00800,0.00600
-13.90500000000,0.01200,0.01000
-13.90000125000,0.01000,0.00600
-13.89500000000,0.02200,0.01800
-13.89000000000,0.01800,0.01400
-13.88500000000,0.01800,0.01200
-13.88000000000,0.01400,0.01200
-13.87500125000,0.01400,0.01000
-13.87000125000,0.00200,0.00200
-13.86500125000,-0.00600,-0.00200
-13.86000125000,-0.00400,-0.00400
-13.85500000000,-0.01600,-0.01200
-13.85000000000,-0.02000,-0.01800
-13.84500000000,-0.03000,-0.02600
-13.84000000000,-0.02800,-0.02200
-13.83500125000,-0.02600,-0.02400
-13.83000125000,-0.02800,-0.02000
-13.82500125000,-0.02400,-0.01800
-13.82000125000,-0.00600,-0.00400
-13.81500125000,-0.00200,-0.00400
-13.81000000000,-0.00200,-0.00200
-13.80500000000,0.01600,0.01400
-13.80000000000,0.01800,0.01600
-13.79500000000,0.02400,0.02200
-13.79000000000,0.01800,0.01600
-13.78500000000,0.01600,0.01400
-13.78000000000,0.01600,0.01400
-13.77500125000,0.01400,0.01200
-13.77000000000,0.00,-0.00200
-13.76500000000,0.00200,0.00
-13.76000000000,-0.01000,-0.00600
-13.75500000000,-0.01400,-0.01000
-13.75000000000,-0.01200,-0.01000
-13.74500000000,-0.02400,-0.02200
-13.74000000000,-0.02600,-0.02000
-13.73500125000,-0.02400,-0.02000
-13.73000000000,-0.02000,-0.01800
-13.72500000000,-0.01200,-0.01000
-13.72000000000,-0.00400,-0.00200
-13.71500000000,-0.00200,-0.00200
-13.71000000000,0.00,0.00200
-13.70500000000,0.01800,0.01600
-13.70000000000,0.01000,0.00800
-13.69500000000,0.02000,0.01600
-13.69000000000,0.02200,0.01600
-13.68499875000,0.02400,0.02000
-13.67999875000,0.01200,0.01000
-13.67500000000,0.00200,0.00200
-13.67000000000,0.00,-0.00200
-13.66500000000,-0.00600,-0.00400
-13.66000000000,-0.00400,-0.00400
-13.65500000000,-0.01800,-0.01600
-13.65000000000,-0.01800,-0.01400
-13.64500000000,-0.02600,-0.02200
-13.63999875000,-0.02600,-0.02200
-13.63500000000,-0.02400,-0.02000
-13.63000000000,-0.02000,-0.01600
-13.62500000000,-0.01800,-0.01600
-13.62000000000,-0.01000,-0.01000
-13.61500000000,0.01000,0.00600
-13.61000000000,0.00800,0.00600
-13.60500000000,0.01400,0.01000
-13.60000000000,0.00400,0.00
-13.59500000000,0.01400,0.01200
-13.59000000000,0.02400,0.02200
-13.58500000000,0.02600,0.02200
-13.58000000000,0.01800,0.01400
-13.57500125000,0.01000,0.00800
-13.57000125000,0.00,0.00
-13.56500125000,-0.00600,-0.00400
-13.56000000000,-0.00600,-0.00400
-13.55500000000,-0.00600,-0.00400
-13.55000000000,-0.00600,-0.00400
-13.54500000000,-0.00600,-0.00400
-13.54000000000,-0.01200,-0.01200
-13.53500125000,-0.00400,-0.00200
-13.53000125000,0.00400,0.00200
-13.52500125000,0.01200,0.00800
-13.52000000000,0.01400,0.01000
-13.51500000000,0.02200,0.01800
-13.51000000000,0.02200,0.01800
-13.50500000000,0.01800,0.01400
-13.50000000000,0.01800,0.01600
-13.49500000000,0.00800,0.00600
-13.49000000000,0.00200,0.00200
-13.48500000000,0.00600,0.00600
-13.48000000000,-0.00400,-0.00400
-13.47500000000,-0.01800,-0.01600
-13.47000000000,-0.01800,-0.01600
-13.46500000000,-0.02200,-0.01800
-13.46000000000,-0.02200,-0.02000
-13.45500000000,-0.02400,-0.02000
-13.45000000000,-0.01800,-0.01400
-13.44500000000,-0.01000,-0.00800
-13.44000000000,-0.01000,-0.00800
-13.43500000000,0.00600,0.00400
-13.43000000000,0.00600,0.00600
-13.42500000000,0.01600,0.01200
-13.42000000000,0.02000,0.01600
-13.41500000000,0.01800,0.01400
-13.41000000000,0.02200,0.01800
-13.40500000000,0.01800,0.01400
-13.40000125000,0.01800,0.01600
-13.39500000000,0.01200,0.01000
-13.39000000000,0.00200,0.00200
-13.38500000000,-0.00200,0.00
-13.38000000000,-0.01600,-0.01400
-13.37500125000,-0.01200,-0.01000
-13.37000125000,-0.02200,-0.02000
-13.36500125000,-0.01800,-0.01600
-13.36000125000,-0.02400,-0.02000
-13.35500000000,-0.02600,-0.02000
-13.35000000000,-0.02400,-0.02000
-13.34500000000,-0.01800,-0.01600
-13.34000000000,-0.00400,-0.00400
-13.33500125000,-0.01000,-0.00800
-13.33000125000,0.01000,0.00600
-13.32500125000,0.01000,0.00800
-13.32000125000,0.01600,0.01000
-13.31500125000,0.03000,0.02400
-13.31000000000,0.02400,0.02000
-13.30500000000,0.02200,0.01800
-13.30000000000,0.01200,0.00800
-13.29500000000,0.00800,0.00600
-13.29000000000,0.00200,0.00200
-13.28500000000,-0.00200,-0.00200
-13.28000000000,-0.01600,-0.01200
-13.27500125000,-0.01400,-0.00800
-13.27000000000,-0.01800,-0.01400
-13.26500000000,-0.01800,-0.01400
-13.26000000000,-0.02200,-0.02000
-13.25500000000,-0.02000,-0.01600
-13.25000000000,-0.01200,-0.01000
-13.24500000000,-0.01800,-0.01600
-13.24000000000,-0.00200,0.00
-13.23500125000,0.00400,0.00400
-13.23000000000,0.00400,0.00200
-13.22500000000,0.01600,0.01000
-13.22000000000,0.01200,0.00800
-13.21500000000,0.01800,0.01400
-13.21000000000,0.02200,0.01800
-13.20500000000,0.02400,0.02200
-13.20000000000,0.01600,0.01400
-13.19500000000,0.01200,0.00800
-13.19000000000,0.00600,0.00400
-13.18499875000,-0.00200,-0.00200
-13.17999875000,-0.01400,-0.01000
-13.17500000000,-0.01000,-0.00800
-13.17000000000,-0.02800,-0.02200
-13.16500000000,-0.02600,-0.02000
-13.16000000000,-0.03000,-0.02400
-13.15500000000,-0.02400,-0.02000
-13.15000000000,-0.01800,-0.01600
-13.14500000000,-0.02200,-0.01800
-13.13999875000,-0.00600,-0.00400
-13.13500000000,0.00,-0.00200
-13.13000000000,0.00400,0.00600
-13.12500000000,0.01000,0.00600
-13.12000000000,0.02000,0.01600
-13.11500000000,0.02000,0.01600
-13.11000000000,0.01800,0.01800
-13.10500000000,0.01800,0.01600
-13.10000000000,0.00600,0.00400
-13.09500000000,0.01000,0.00800
-13.09000000000,0.00800,0.00600
-13.08500000000,-0.00200,-0.00200
-13.08000000000,-0.01400,-0.01200
-13.07500125000,-0.01800,-0.01600
-13.07000125000,-0.01800,-0.01800
-13.06500125000,-0.02400,-0.02200
-13.06000000000,-0.02400,-0.02200
-13.05500000000,-0.02400,-0.02200
-13.05000000000,-0.02400,-0.02200
-13.04500000000,-0.02400,-0.02200
-13.04000000000,0.01600,0.01000
-13.03500125000,0.02200,0.01800
-13.03000125000,0.01800,0.01600
-13.02500125000,0.02200,0.01800
-13.02000000000,0.01000,0.00800
-13.01500000000,0.01200,0.01200
-13.01000000000,0.00,0.00
-13.00500000000,-0.00200,-0.00200
-13.00000000000,-0.00800,-0.00600
-12.99500000000,-0.01600,-0.01400
-12.99000000000,-0.02200,-0.01800
-12.98500000000,-0.01400,-0.01200
-12.98000000000,-0.02400,-0.01800
-12.97500000000,-0.01400,-0.01200
-12.97000000000,-0.01200,-0.01000
-12.96500000000,-0.01000,-0.00800
-12.96000000000,-0.00600,-0.00600
-12.95500000000,0.00200,0.00200
-12.95000000000,0.01000,0.00800
-12.94500000000,0.01400,0.01000
-12.94000000000,0.02200,0.01800
-12.93500000000,0.01800,0.01400
-12.93000000000,0.02600,0.02000
-12.92500000000,0.01800,0.01400
-12.92000000000,0.01400,0.01200
-12.91500000000,0.01600,0.01200
-12.91000000000,0.00200,0.00
-12.90500000000,-0.01000,-0.00600
-12.90000125000,-0.01000,-0.00800
-12.89500000000,-0.01800,-0.01200
-12.89000000000,-0.01800,-0.01600
-12.88500000000,-0.02000,-0.01800
-12.88000000000,-0.02200,-0.01800
-12.87500125000,-0.01600,-0.01400
-12.87000125000,-0.02400,-0.01800
-12.86500125000,-0.00600,-0.00400
-12.86000125000,-0.00200,-0.00200
-12.85500000000,-0.00400,-0.00400
-12.85000000000,0.01000,0.00800
-12.84500000000,0.01200,0.00800
-12.84000000000,0.01800,0.01400
-12.83500125000,0.02200,0.02000
-12.83000125000,0.02200,0.01800
-12.82500125000,0.02200,0.01800
-12.82000125000,0.00800,0.00600
-12.81500125000,0.00600,0.00400
-12.81000000000,0.00,0.00
-12.80500000000,-0.00400,-0.00400
-12.80000000000,-0.01600,-0.01200
-12.79500000000,-0.01600,-0.01200
-12.79000000000,-0.02200,-0.01800
-12.78500000000,-0.02600,-0.02200
-12.78000000000,-0.02400,-0.02200
-12.77500125000,-0.03000,-0.02400
-12.77000000000,-0.01800,-0.01600
-12.76500000000,-0.02200,-0.01600
-12.76000000000,-0.00600,-0.00400
-12.75500000000,0.00400,0.00200
-12.75000000000,0.00200,0.00
-12.74500000000,0.01000,0.00600
-12.74000000000,0.01600,0.01200
-12.73500125000,0.02800,0.02400
-12.73000000000,0.02000,0.01600
-12.72500000000,0.02000,0.01600
-12.72000000000,0.01200,0.00800
-12.71500000000,0.00800,0.00600
-12.71000000000,0.00400,0.00400
-12.70500000000,-0.01000,-0.00800
-12.70000000000,-0.01000,-0.00800
-12.69500000000,-0.01600,-0.01200
-12.69000000000,-0.01800,-0.01600
-12.68499875000,-0.03200,-0.02600
-12.67999875000,-0.02200,-0.02000
-12.67500000000,-0.02600,-0.02200
-12.67000000000,-0.02000,-0.01600
-12.66500000000,-0.01600,-0.01400
-12.66000000000,-0.01000,-0.00800
-12.65500000000,0.00,0.00
-12.65000000000,0.01600,0.01200
-12.64500000000,0.01200,0.01000
-12.63999875000,0.01200,0.01200
-12.63500000000,0.02200,0.01600
-12.63000000000,0.02200,0.02000
-12.62500000000,0.01800,0.01600
-12.62000000000,0.01600,0.01400
-12.61500000000,0.01200,0.01200
-12.61000000000,0.00,0.00
-12.60500000000,-0.01000,-0.00800
-12.60000000000,-0.01000,-0.00600
-12.59500000000,-0.01800,-0.01400
-12.59000000000,-0.02200,-0.01800
-12.58500000000,-0.02000,-0.01600
-12.58000000000,-0.02200,-0.01800
-12.57500125000,-0.02400,-0.02200
-12.57000125000,-0.02000,-0.01800
-12.56500125000,-0.01400,-0.01200
-12.56000000000,-0.01400,-0.01200
-12.55500000000,-0.01400,-0.01200
-12.55000000000,-0.01400,-0.01200
-12.54500000000,-0.01400,-0.01200
-12.54000000000,0.02000,0.01800
-12.53500125000,0.00600,0.00200
-12.53000125000,0.00200,0.00
-12.52500125000,-0.00200,-0.00200
-12.52000000000,-0.01200,-0.00800
-12.51500000000,-0.02200,-0.02000
-12.51000000000,-0.02200,-0.01800
-12.50500000000,-0.02200,-0.01800
-12.50000000000,-0.01600,-0.01600
-12.49500000000,-0.02600,-0.02200
-12.49000000000,-0.01600,-0.01200
-12.48500000000,-0.00400,-0.00400
-12.48000000000,-0.01000,-0.01000
-12.47500000000,0.00200,0.00200
-12.47000000000,0.00,0.00
-12.46500000000,0.01400,0.01000
-12.46000000000,0.02400,0.02000
-12.45500000000,0.01400,0.01200
-12.45000000000,0.02000,0.01600
-12.44500000000,0.02200,0.01800
-12.44000000000,0.01000,0.00800
-12.43500000000,0.01600,0.01200
-12.43000000000,0.00,0.00
-12.42500000000,-0.00200,-0.00200
-12.42000000000,-0.00800,-0.00800
-12.41500000000,-0.01600,-0.01200
-12.41000000000,-0.02400,-0.02000
-12.40500000000,-0.02400,-0.02000
-12.40000125000,-0.02400,-0.02000
-12.39500000000,-0.02600,-0.02200
-12.39000000000,-0.02200,-0.01800
-12.38500000000,-0.00800,-0.00800
-12.38000000000,-0.00600,-0.00600
-12.37500125000,-0.00200,-0.00200
-12.37000125000,0.01400,0.01000
-12.36500125000,0.01400,0.01000
-12.36000125000,0.02000,0.01600
-12.35500000000,0.01800,0.01400
-12.35000000000,0.02600,0.02200
-12.34500000000,0.01600,0.01200
-12.34000000000,0.01400,0.01000
-12.33500125000,0.00800,0.00400
-12.33000125000,0.00,0.00200
-12.32500125000,-0.00200,0.00
-12.32000125000,-0.01400,-0.01000
-12.31500125000,-0.01600,-0.01600
-12.31000000000,-0.02600,-0.02200
-12.30500000000,-0.02000,-0.01600
-12.30000000000,-0.02400,-0.01800
-12.29500000000,-0.01600,-0.01400
-12.29000000000,-0.01800,-0.01600
-12.28500000000,-0.01000,-0.01000
-12.28000000000,-0.00400,-0.00400
-12.27500125000,0.00,-0.00200
-12.27000000000,0.00400,0.00200
-12.26500000000,0.00400,0.00400
-12.26000000000,0.02000,0.01600
-12.25500000000,0.01800,0.01600
-12.25000000000,0.02800,0.02200
-12.24500000000,0.02000,0.01800
-12.24000000000,0.01800,0.01600
-12.23500125000,0.01200,0.00800
-12.23000000000,-0.00200,-0.00200
-12.22500000000,0.00,-0.00200
-12.22000000000,-0.01600,-0.01400
-12.21500000000,-0.01600,-0.01400
-12.21000000000,-0.02200,-0.01800
-12.20500000000,-0.02000,-0.01600
-12.20000000000,-0.02000,-0.01600
-12.19500000000,-0.02400,-0.01800
-12.19000000000,-0.01200,-0.01000
-12.18499875000,-0.01600,-0.01400
-12.17999875000,-0.00200,-0.00200
-12.17500000000,-0.00200,-0.00200
-12.17000000000,0.00200,0.00200
-12.16500000000,0.01200,0.01000
-12.16000000000,0.02200,0.01800
-12.15500000000,0.02000,0.01600
-12.15000000000,0.02600,0.02400
-12.14500000000,0.02200,0.01800
-12.13999875000,0.01000,0.00800
-12.13500000000,0.01200,0.01000
-12.13000000000,0.00400,0.00200
-12.12500000000,-0.00200,-0.00200
-12.12000000000,-0.01000,-0.00800
-12.11500000000,-0.02000,-0.01800
-12.11000000000,-0.02400,-0.02000
-12.10500000000,-0.02400,-0.02200
-12.10000000000,-0.02200,-0.01600
-12.09500000000,-0.02400,-0.01800
-12.09000000000,-0.01200,-0.00800
-12.08500000000,-0.01000,-0.00800
-12.08000000000,-0.00800,-0.00800
-12.07500125000,0.00,-0.00200
-12.07000125000,0.01200,0.01000
-12.06500125000,0.01400,0.01200
-12.06000000000,0.01400,0.01200
-12.05500000000,0.01400,0.01200
-12.05000000000,0.01400,0.01200
-12.04500000000,0.01400,0.01200
-12.04000000000,-0.00200,-0.00200
-12.03500125000,-0.01600,-0.01400
-12.03000125000,-0.02400,-0.02000
-12.02500125000,-0.02600,-0.02400
-12.02000000000,-0.02600,-0.02200
-12.01500000000,-0.02000,-0.01800
-12.01000000000,-0.01000,-0.00800
-12.00500000000,-0.01200,-0.00800
-12.00000000000,-0.01200,-0.01000
-11.99500000000,0.00400,0.00200
-11.99000000000,-0.00400,-0.00600
-11.98500000000,0.01600,0.01200
-11.98000000000,0.02000,0.01600
-11.97500000000,0.03000,0.02400
-11.97000000000,0.01800,0.01600
-11.96500000000,0.00600,0.00600
-11.96000000000,0.01400,0.01200
-11.95500000000,0.00600,0.00600
-11.95000000000,-0.00400,-0.00200
-11.94500000000,-0.00800,-0.00600
-11.94000000000,-0.01400,-0.01000
-11.93500000000,-0.02000,-0.01600
-11.93000000000,-0.02200,-0.01800
-11.92500000000,-0.02400,-0.02000
-11.92000000000,-0.01800,-0.01200
-11.91500000000,-0.03000,-0.02600
-11.91000000000,-0.01800,-0.01600
-11.90500000000,-0.01200,-0.01000
-11.90000125000,-0.00800,-0.00600
-11.89500000000,-0.00200,0.00
-11.89000000000,0.01000,0.01000
-11.88500000000,0.01200,0.01000
-11.88000000000,0.02200,0.01800
-11.87500125000,0.02800,0.02200
-11.87000125000,0.02400,0.02000
-11.86500125000,0.01400,0.01200
-11.86000125000,0.01600,0.01200
-11.85500000000,0.00800,0.00600
-11.85000000000,-0.00200,0.00
-11.84500000000,-0.01000,-0.00600
-11.84000000000,-0.01200,-0.01000
-11.83500125000,-0.01800,-0.01600
-11.83000125000,-0.02400,-0.02000
-11.82500125000,-0.02400,-0.02000
-11.82000125000,-0.02200,-0.01800
-11.81500125000,-0.03600,-0.03000
-11.81000000000,-0.01400,-0.01400
-11.80500000000,-0.01600,-0.01400
-11.80000000000,0.00,-0.00200
-11.79500000000,0.00,0.00
-11.79000000000,0.00,-0.00200
-11.78500000000,0.01400,0.01200
-11.78000000000,0.01200,0.01000
-11.77500125000,0.02200,0.01800
-11.77000000000,0.01800,0.01600
-11.76500000000,0.01800,0.01400
-11.76000000000,0.01000,0.00800
-11.75500000000,0.01400,0.01000
-11.75000000000,-0.00200,-0.00200
-11.74500000000,-0.00200,-0.00200
-11.74000000000,-0.01400,-0.01200
-11.73500125000,-0.01800,-0.01400
-11.73000000000,-0.02200,-0.01800
-11.72500000000,-0.02400,-0.02000
-11.72000000000,-0.02000,-0.01600
-11.71500000000,-0.02000,-0.01800
-11.71000000000,-0.01600,-0.01400
-11.70500000000,-0.01600,-0.01200
-11.70000000000,-0.01400,-0.01400
-11.69500000000,0.00200,0.00200
-11.69000000000,0.01200,0.01000
-11.68499875000,0.00400,0.00600
-11.67999875000,0.02000,0.01600
-11.67500000000,0.02200,0.02000
-11.67000000000,0.01800,0.01600
-11.66500000000,0.01600,0.01400
-11.66000000000,0.00600,0.00400
-11.65500000000,0.01000,0.00800
-11.65000000000,-0.00200,-0.00200
-11.64500000000,-0.01000,-0.01000
-11.63999875000,-0.01600,-0.01400
-11.63500000000,-0.01800,-0.01600
-11.63000000000,-0.01600,-0.01400
-11.62500000000,-0.03200,-0.02800
-11.62000000000,-0.02400,-0.02000
-11.61500000000,-0.01400,-0.01000
-11.61000000000,-0.01600,-0.01200
-11.60500000000,-0.01200,-0.01000
-11.60000000000,-0.01200,-0.01000
-11.59500000000,0.00,-0.00200
-11.59000000000,0.01000,0.00800
-11.58500000000,0.01400,0.01200
-11.58000000000,0.01400,0.01200
-11.57500125000,0.02600,0.02000
-11.57000125000,0.02000,0.01600
-11.56500125000,0.02800,0.02400
-11.56000000000,0.02800,0.02400
-11.55500000000,0.02800,0.02400
-11.55000000000,0.02800,0.02400
-11.54500000000,0.02800,0.02400
-11.54000000000,-0.02400,-0.01800
-11.53500125000,-0.02600,-0.02200
-11.53000125000,-0.01400,-0.01200
-11.52500125000,-0.00800,-0.00600
-11.52000000000,0.00,0.00
-11.51500000000,0.00400,0.00200
-11.51000000000,0.00800,0.00600
-11.50500000000,0.01400,0.01000
-11.50000000000,0.02400,0.02000
-11.49500000000,0.02000,0.01800
-11.49000000000,0.02200,0.02000
-11.48500000000,0.02400,0.02000
-11.48000000000,0.01200,0.01200
-11.47500000000,0.01400,0.01200
-11.47000000000,-0.00200,-0.00200
-11.46500000000,-0.00800,-0.00600
-11.46000000000,-0.01400,-0.01200
-11.45500000000,-0.01200,-0.00800
-11.45000000000,-0.03600,-0.03000
-11.44500000000,-0.02400,-0.02000
-11.44000000000,-0.02200,-0.01600
-11.43500000000,-0.02800,-0.02200
-11.43000000000,-0.01000,-0.00800
-11.42500000000,-0.01400,-0.01200
-11.42000000000,-0.00400,-0.00400
-11.41500000000,0.00600,0.00600
-11.41000000000,0.00800,0.00800
-11.40500000000,0.01600,0.01400
-11.40000125000,0.02000,0.01600
-11.39500000000,0.01600,0.01400
-11.39000000000,0.01800,0.01800
-11.38500000000,0.01200,0.00800
-11.38000000000,0.01000,0.00800
-11.37500125000,0.00800,0.00600
-11.37000125000,0.00,0.00
-11.36500125000,-0.00800,-0.00600
-11.36000125000,-0.01800,-0.01600
-11.35500000000,-0.01600,-0.01400
-11.35000000000,-0.02000,-0.01600
-11.34500000000,-0.02800,-0.02400
-11.34000000000,-0.02000,-0.01600
-11.33500125000,-0.02800,-0.02400
-11.33000125000,-0.01600,-0.01400
-11.32500125000,-0.01000,-0.00600
-11.32000125000,-0.00800,-0.00800
-11.31500125000,0.00200,0.00
-11.31000000000,0.01000,0.00800
-11.30500000000,0.01200,0.01000
-11.30000000000,0.01800,0.01400
-11.29500000000,0.01800,0.01400
-11.29000000000,0.02200,0.01800
-11.28500000000,0.01800,0.01400
-11.28000000000,0.01000,0.00800
-11.27500125000,0.01200,0.01000
-11.27000000000,-0.00600,-0.00400
-11.26500000000,-0.01000,-0.00800
-11.26000000000,-0.01800,-0.01600
-11.25500000000,-0.02000,-0.02000
-11.25000000000,-0.02400,-0.02000
-11.24500000000,-0.02000,-0.01800
-11.24000000000,-0.02600,-0.02200
-11.23500125000,-0.01400,-0.01200
-11.23000000000,-0.01800,-0.01400
-11.22500000000,-0.01200,-0.01000
-11.22000000000,-0.00200,-0.00400
-11.21500000000,0.00,0.00
-11.21000000000,0.01200,0.00800
-11.20500000000,0.01200,0.00800
-11.20000000000,0.02200,0.01800
-11.19500000000,0.02200,0.02000
-11.19000000000,0.01800,0.01600
-11.18499875000,0.02200,0.01800
-11.17999875000,0.01400,0.01200
-11.17500000000,0.01000,0.00800
-11.17000000000,-0.00200,-0.00200
-11.16500000000,-0.00400,-0.00200
-11.16000000000,-0.00800,-0.00800
-11.15500000000,-0.02000,-0.01600
-11.15000000000,-0.02800,-0.02400
-11.14500000000,-0.02200,-0.01800
-11.13999875000,-0.02400,-0.02000
-11.13500000000,-0.02000,-0.01600
-11.13000000000,-0.01600,-0.01400
-11.12500000000,-0.01400,-0.01200
-11.12000000000,-0.01200,-0.00800
-11.11500000000,0.00,-0.00200
-11.11000000000,0.01000,0.00800
-11.10500000000,0.01400,0.01200
-11.10000000000,0.01800,0.01600
-11.09500000000,0.02600,0.02000
-11.09000000000,0.01800,0.01600
-11.08500000000,0.01400,0.01200
-11.08000000000,0.01000,0.00800
-11.07500125000,0.01200,0.00800
-11.07000125000,0.00200,0.00200
-11.06500125000,-0.01000,-0.00800
-11.06000000000,-0.01000,-0.00800
-11.05500000000,-0.01000,-0.00800
-11.05000000000,-0.01000,-0.00800
-11.04500000000,-0.01000,-0.00800
-11.04000000000,-0.01000,-0.00800
-11.03500125000,0.00,0.00
-11.03000125000,0.00,0.00
